,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcexp,pcsoc,c,pov_line,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta
1423297,NCR,PF,500,13767131368003,helped,a,445.0551562654338,246002.7449148077,0.0,246002.7449148077,22302.6775,1.0350000000000006,65536,2068,67604.0,0.006113252806590597,651.5397389529458,1.0350000000000006,88477.3945899518,651.5397389529458,89128.93432890474,1,15573.959716184301,0,0.0040323666958328895,0.0,-1,0.0,0.0,65536,-131.21,2.94,0.0,10.0,30087508.78416839,21299.17,20647.63,651.54,89128.93,89128.93,0.0
1423399,NCR,PF,500,137441252108003,helped,a,698.4025908340994,284649.0478139711,19337.67333156133,284649.0478139712,22302.6775,1.0350000000000006,72829,2298,75127.0,0.006113252806590597,724.0030561479059,1.0350000000000006,98441.58294660084,724.0030561479059,99165.58600274875,1,15573.959716184301,0,0.0037486520233131044,0.0,-1,0.0,0.0,72829,-131.21,13.06,0.0,10.0,52468891.441593386,23787.57,23063.57,724.0,99165.59,99165.59,0.0
1423401,NCR,PF,500,137441252138005,helped,a,174.60064654378672,665836.3764624131,0.0,665836.3764624133,22302.6775,0.7550000000000004,289988,9152,299140.0,0.006113252806590597,2883.4099085577177,0.7550000000000004,310303.9505510092,2883.4099085577177,313187.36045956693,1,15573.959716184301,0,0.00245101650955235,0.0,-1,0.0,0.0,289988,-131.21,210.04,0.0,10.0,52230037.40710836,94246.42,91363.01,2883.41,313187.36,313187.36,0.0
1423405,NCR,PF,500,137441342138002,helped,a,392.85145297641293,317556.85886336805,36319.483184902034,317556.8588633681,22302.6775,1.0350000000000006,74831,2361,77192.0,0.006113252806590597,743.8517039013079,1.0350000000000006,101248.21296084479,743.8517039013079,101992.0646647461,1,15573.959716184301,0,0.003549108259353046,0.0,-1,0.0,0.0,74831,-131.21,22.18,0.0,10.0,30324989.358155265,24541.98,23798.13,743.85,101992.07,101992.07,0.0
1423498,NCR,PF,500,137511751778007,helped,a,149.1458838098251,345364.4875740447,39780.72758322855,345364.4875740447,22302.6775,0.7550000000000004,130266,4111,134377.0,0.006113252806590597,1295.2030303847002,0.7550000000000004,139635.3521563668,1295.2030303847002,140930.5551867515,1,15573.959716184301,0,0.0034032288662509936,0.0,-1,0.0,0.0,130266,-131.21,25.96,0.0,10.0,20041776.428712867,42579.72,41284.52,1295.2,140930.55,140930.55,0.0
1423567,NCR,PF,500,137541123218006,helped,a,296.06807285387686,457265.3745906907,80312.18255247336,457265.3745906908,22302.6775,0.9650000000000006,111676,3524,115200.0,0.006113252806590597,1110.2640425871282,0.9650000000000006,143442.71481045487,1110.2640425871282,144552.978853042,1,15573.959716184301,0,0.002957643583631927,0.0,-1,0.0,0.0,111676,-131.21,72.17,0.0,10.0,34107041.99276661,36785.63,35675.37,1110.26,144552.97,144552.97,0.0
1423579,NCR,PF,500,137641325118003,helped,a,193.72448908424965,495650.9017348738,5447.9225249437095,495650.9017348738,22302.6775,0.7150000000000004,218719,6903,225622.0,0.006113252806590597,2174.8446895513466,0.7150000000000004,225326.53854316354,2174.8446895513466,227501.38323271487,1,15573.959716184301,0,0.002840809066475474,0.0,-1,0.0,0.0,218719,-131.21,119.01,0.0,10.0,43708506.67616658,71117.29,68942.45,2174.84,227501.38,227501.38,0.0
1423582,NCR,PF,500,137641325188007,helped,a,387.4489781684993,378607.1894167306,10895.845049887419,378607.1894167307,22302.6775,1.0350000000000006,102991,3250,106241.0,0.006113252806590597,1023.9381777548713,1.0350000000000006,139110.42232153204,1023.9381777548713,140134.3604992869,1,15573.959716184301,0,0.0032503907049181826,0.0,-1,0.0,0.0,102991,-131.21,68.34,0.0,10.0,41162966.88959953,33538.68,32514.74,1023.94,140134.37,140134.37,0.0
1423673,NCR,PF,500,1376222231,not_helped,na,995.8570371896121,818633.655730049,14971.133295645324,818633.6557300492,22302.6775,0.9650000000000006,0,0,0.0,0.006113252806590597,0.0,0.9650000000000006,91.52232263745015,0.0,91.52232263745015,0,15573.959716184301,0,0.002210472915520725,0.0,-1,0.0,0.0,0,-131.21,348.6,0.0,10.0,0.0,91.52,91.52,0.0,91.52,91.52,0.0
1423675,NCR,PF,500,1376295265,not_helped,na,4118.727059188612,280162.8578054147,11462.791844011248,280162.8578054147,22302.6775,0.6750000000000004,0,0,0.0,0.006113252806590597,0.0,0.6750000000000004,70.07494441176897,0.0,70.07494441176897,0,15573.959716184301,0,0.0037785460224863234,0.0,-1,0.0,0.0,0,-131.21,29.21,0.0,10.0,0.0,70.07,70.07,0.0,70.07,70.07,0.0
1423688,NCR,PF,500,1376443295,not_helped,na,1016.6062640732974,380435.85140492854,34476.19818893456,380435.8514049287,22302.6775,0.8450000000000005,0,0,0.0,0.006113252806590597,0.0,0.8450000000000005,210.76171533908808,0.0,210.76171533908808,0,15573.959716184301,0,0.0032425693786653632,0.0,-1,0.0,0.0,0,-131.21,75.34,0.0,10.0,0.0,210.76,210.76,0.0,210.76,210.76,0.0
1423689,NCR,PF,500,1376473339,not_helped,na,2353.231303194547,388544.1779534897,32687.533286328155,388544.1779534899,22302.6775,0.8450000000000005,0,0,0.0,0.006113252806590597,0.0,0.8450000000000005,199.82715460317885,0.0,199.82715460317885,0,15573.959716184301,0,0.003208557250059292,0.0,-1,0.0,0.0,0,-131.21,81.25,0.0,10.0,0.0,199.83,199.83,0.0,199.83,199.83,0.0
1423690,NCR,PF,500,1376473795,not_helped,na,1176.615613244655,729663.1272301739,36235.22141345029,729663.1272301743,22302.6775,1.1150000000000009,0,0,0.0,0.006113252806590597,0.0,1.1150000000000009,221.5150690032174,0.0,221.5150690032174,0,15573.959716184301,0,0.0023413632401801028,0.0,-1,0.0,0.0,0,-131.21,282.78,0.0,10.0,0.0,221.52,221.52,0.0,221.52,221.52,0.0
1423694,NCR,PF,500,1376691127,not_helped,na,1935.8016326758343,287211.9500654161,43394.721141543196,287211.9500654162,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,265.28290080976814,0.0,265.28290080976814,0,15573.959716184301,0,0.0037318892152846867,0.0,-1,0.0,0.0,0,-131.21,14.36,0.0,10.0,0.0,265.28,265.28,0.0,265.28,265.28,0.0
1423703,NCR,PF,500,13391700373,not_helped,na,589.9585953723337,591675.59483944,44614.12517134585,591675.5948394402,22302.6775,0.8450000000000005,0,0,0.0,0.006113252806590597,0.0,0.8450000000000005,272.7374259173274,0.0,272.7374259173274,0,15573.959716184301,0,0.0026000887226789167,0.0,-1,0.0,0.0,0,-131.21,195.4,0.0,10.0,0.0,272.74,272.74,0.0,272.74,272.74,0.0
1423718,NCR,PF,500,13741714191,not_helped,na,441.6844264574997,424892.2023984804,4868.26365997469,424892.20239848044,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,29.76092648256473,0.0,29.76092648256473,0,15573.959716184301,0,0.0030682490975885556,0.0,-1,0.0,0.0,0,-131.21,119.55,0.0,10.0,0.0,29.76,29.76,0.0,29.76,29.76,0.0
1423720,NCR,PF,500,13741719427,not_helped,na,441.6844264574997,348359.7853267207,7191.257868360108,348359.78532672074,22302.6775,0.7550000000000004,0,0,0.0,0.006113252806590597,0.0,0.7550000000000004,43.961977346671276,0.0,43.961977346671276,0,15573.959716184301,0,0.0033885663090690685,0.0,-1,0.0,0.0,0,-131.21,72.48,0.0,10.0,0.0,43.96,43.96,0.0,43.96,43.96,0.0
1423739,NCR,PF,500,13744134215,not_helped,na,862.3901546438208,594255.6231816565,15690.018131425215,594255.6231816566,22302.6775,0.7150000000000004,0,0,0.0,0.006113252806590597,0.0,0.7150000000000004,95.9170473773972,0.0,95.9170473773972,0,15573.959716184301,0,0.002594438292629519,0.0,-1,0.0,0.0,0,-131.21,214.21,0.0,10.0,0.0,95.92,95.92,0.0,95.92,95.92,0.0
1423742,NCR,PF,500,13744662239,not_helped,na,990.7358887357428,270725.7861487144,3922.504115779447,270725.7861487145,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,23.979259294653037,0.0,23.979259294653037,0,15573.959716184301,0,0.0038438389561321093,0.0,-1,0.0,0.0,0,-131.21,28.08,0.0,10.0,0.0,23.98,23.98,0.0,23.98,23.98,0.0
1423800,NCR,PF,500,13762252570,not_helped,na,4311.951233450528,394917.55469338276,5625.057630559456,394917.5546933828,22302.6775,0.9650000000000006,0,0,0.0,0.006113252806590597,0.0,0.9650000000000006,34.387399347253115,0.0,34.387399347253115,0,15573.959716184301,0,0.0031825612897843254,0.0,-1,0.0,0.0,0,-131.21,101.21,0.0,10.0,0.0,34.39,34.39,0.0,34.39,34.39,0.0
1423801,NCR,PF,500,13762252680,not_helped,na,1231.9859790370226,1051435.4642089412,49926.942930330304,1051435.4642089414,22302.6775,0.9050000000000006,0,0,0.0,0.006113252806590597,0.0,0.9050000000000006,305.2160239933451,0.0,305.2160239933451,0,15573.959716184301,0,0.0019504673507496563,0.0,-1,0.0,0.0,0,-131.21,466.72,0.0,10.0,0.0,305.22,305.22,0.0,305.22,305.22,0.0
1423819,NCR,PF,500,13763726210,not_helped,na,585.899032059736,395661.87846929923,6537.506494394021,395661.87846929923,22302.6775,0.9050000000000006,0,0,0.0,0.006113252806590597,0.0,0.9050000000000006,39.96542992496044,0.0,39.96542992496044,0,15573.959716184301,0,0.0031795663447386157,0.0,-1,0.0,0.0,0,-131.21,101.11,0.0,10.0,0.0,39.97,39.97,0.0,39.97,39.97,0.0
1423821,NCR,PF,500,13763811335,not_helped,na,1314.5057799966175,403068.90077776846,62973.625180377596,403068.90077776846,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,384.9736908751463,0.0,384.9736908751463,0,15573.959716184301,0,0.003150216124853633,0.0,-1,0.0,0.0,0,-131.21,71.84,0.0,10.0,0.0,384.97,384.97,0.0,384.97,384.97,0.0
1423828,NCR,PF,500,13764434199,not_helped,na,813.2850726228278,351284.753234355,25449.42418652098,351284.753234355,22302.6775,0.7550000000000004,0,0,0.0,0.006113252806590597,0.0,0.7550000000000004,155.57876383437156,0.0,155.57876383437156,0,15573.959716184301,0,0.0033744293932968746,0.0,-1,0.0,0.0,0,-131.21,63.32,0.0,10.0,0.0,155.58,155.58,0.0,155.58,155.58,0.0
1423840,NCR,PF,500,13765490952,not_helped,na,2395.2903188350956,318092.92895262776,83181.78451502242,318092.9289526278,22302.6775,1.2150000000000007,0,0,0.0,0.006113252806590597,0.0,1.2150000000000007,508.5112776436997,0.0,508.5112776436997,0,15573.959716184301,0,0.0035461164087535898,0.0,-1,0.0,0.0,0,-131.21,9.04,0.0,10.0,0.0,508.51,508.51,0.0,508.51,508.51,0.0
1423851,NCR,PF,500,13766793176,not_helped,na,1707.8988672826022,283493.07049993397,26440.168258247875,283493.0704999341,22302.6775,1.1150000000000009,0,0,0.0,0.006113252806590597,0.0,1.1150000000000009,161.6354328114693,0.0,161.6354328114693,0,15573.959716184301,0,0.0037562870392702044,0.0,-1,0.0,0.0,0,-131.21,22.26,0.0,10.0,0.0,161.64,161.64,0.0,161.64,161.64,0.0
1423853,NCR,PF,500,13766839317,not_helped,na,2212.3447997633334,388954.5458223328,82407.45445269514,388954.5458223329,22302.6775,1.1150000000000009,0,0,0.0,0.006113252806590597,0.0,1.1150000000000009,503.7776022169498,0.0,503.7776022169498,0,15573.959716184301,0,0.003206864203541987,0.0,-1,0.0,0.0,0,-131.21,51.81,0.0,10.0,0.0,503.78,503.78,0.0,503.78,503.78,0.0
1423873,NCR,PF,500,133912540115,not_helped,na,958.6826877567627,241769.53589973145,10923.629260980062,241769.53589973148,22302.6775,0.8450000000000005,0,0,0.0,0.006113252806590597,0.0,0.8450000000000005,66.77890723784478,0.0,66.77890723784478,0,15573.959716184301,0,0.004067515412745291,0.0,-1,0.0,0.0,0,-131.21,6.61,0.0,10.0,0.0,66.78,66.78,0.0,66.78,66.78,0.0
1423949,NCR,PF,500,137436211454,not_helped,na,738.7557482646603,410477.53406250867,35302.53777886537,410477.5340625088,22302.6775,1.2150000000000007,0,0,0.0,0.006113252806590597,0.0,1.2150000000000007,215.81333815642978,0.0,215.81333815642978,0,15573.959716184301,0,0.003121657842475196,0.0,-1,0.0,0.0,0,-131.21,92.78,0.0,10.0,0.0,215.81,215.81,0.0,215.81,215.81,0.0
1423951,NCR,PF,500,137436228002,not_helped,na,369.37787413233013,819244.4204610416,65375.069960861794,819244.4204610419,22302.6775,1.1150000000000009,0,0,0.0,0.006113252806590597,0.0,1.1150000000000009,399.65432991931436,0.0,399.65432991931436,0,15573.959716184301,0,0.002209648783806119,0.0,-1,0.0,0.0,0,-131.21,318.87,0.0,10.0,0.0,399.65,399.65,0.0,399.65,399.65,0.0
1423965,NCR,PF,500,137441342234,not_helped,na,431.1950926629579,1151564.4814472522,47070.052719618514,1151564.481447253,22302.6775,0.7150000000000004,0,0,0.0,0.006113252806590597,0.0,0.7150000000000004,287.7511318945892,0.0,287.7511318945892,0,15573.959716184301,0,0.0018637423124500208,0.0,-1,0.0,0.0,0,-131.21,528.2,0.0,10.0,0.0,287.75,287.75,0.0,287.75,287.75,0.0
1423973,NCR,PF,500,137442884220,not_helped,na,1471.9256370666303,253629.46955191245,11767.511894081392,253629.46955191254,22302.6775,0.9650000000000006,0,0,0.0,0.006113252806590597,0.0,0.9650000000000006,71.93777511308478,0.0,71.93777511308478,0,15573.959716184301,0,0.003971276619833353,0.0,-1,0.0,0.0,0,-131.21,13.19,0.0,10.0,0.0,71.94,71.94,0.0,71.94,71.94,0.0
1423981,NCR,PF,500,137444323396,not_helped,na,1226.4653497080146,265667.203139306,40750.45858456858,265667.203139306,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,249.11785531197984,0.0,249.11785531197984,0,15573.959716184301,0,0.003880261760160604,0.0,-1,0.0,0.0,0,-131.21,3.07,0.0,10.0,0.0,249.12,249.12,0.0,249.12,249.12,0.0
1423991,NCR,PF,500,137446225174,not_helped,na,6644.879580831196,309256.7484844525,12450.136478024155,309256.74848445243,22302.6775,0.7150000000000004,0,0,0.0,0.006113252806590597,0.0,0.7150000000000004,76.11083176672082,0.0,76.11083176672082,0,15573.959716184301,0,0.003596419990124339,0.0,-1,0.0,0.0,0,-131.21,45.99,0.0,10.0,0.0,76.11,76.11,0.0,76.11,76.11,0.0
1423993,NCR,PF,500,137446467223,not_helped,na,1536.3504424640491,276075.0010734786,6973.34087496019,276075.00107347866,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,42.62979567516538,0.0,42.62979567516538,0,15573.959716184301,0,0.0038064177895324298,0.0,-1,0.0,0.0,0,-131.21,29.45,0.0,10.0,0.0,42.63,42.63,0.0,42.63,42.63,0.0
1423998,NCR,PF,500,137447725432,not_helped,na,407.95009213669215,546787.3146406377,10895.845705837975,546787.314640638,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,66.60905934139534,0.0,66.60905934139534,0,15573.959716184301,0,0.002704710459031568,0.0,-1,0.0,0.0,0,-131.21,188.73,0.0,10.0,0.0,66.61,66.61,0.0,66.61,66.61,0.0
1424002,NCR,PF,500,137448128184,not_helped,na,1532.528527317226,419507.0866990138,20920.02160419723,419507.08669901395,22302.6775,0.8450000000000005,0,0,0.0,0.006113252806590597,0.0,0.8450000000000005,127.88938078580085,0.0,127.88938078580085,0,15573.959716184301,0,0.003087879503663394,0.0,-1,0.0,0.0,0,-131.21,106.76,0.0,10.0,0.0,127.89,127.89,0.0,127.89,127.89,0.0
1424003,NCR,PF,500,137448129207,not_helped,na,1021.6856848781508,644244.595522527,81718.83439139543,644244.5955225272,22302.6775,0.6750000000000004,0,0,0.0,0.006113252806590597,0.0,0.6750000000000004,499.5678936945345,0.0,499.5678936945345,0,15573.959716184301,0,0.0024917507844816754,0.0,-1,0.0,0.0,0,-131.21,204.63,0.0,10.0,0.0,499.57,499.57,0.0,499.57,499.57,0.0
1424016,NCR,PF,500,137452048485,not_helped,na,404.0275167071418,295883.19169714,65752.06250701737,295883.19169714005,22302.6775,1.2150000000000007,0,0,0.0,0.006113252806590597,0.0,1.2150000000000007,401.9589806601638,0.0,401.9589806601638,0,15573.959716184301,0,0.0036767986560603022,0.0,-1,0.0,0.0,0,-131.21,6.18,0.0,10.0,0.0,401.96,401.96,0.0,401.96,401.96,0.0
1424056,NCR,PF,500,137521329184,not_helped,na,1609.9288673381693,280996.91306071565,21083.094720254838,280996.9130607157,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,128.88628797021954,0.0,128.88628797021954,0,15573.959716184301,0,0.0037729341134560323,0.0,-1,0.0,0.0,0,-131.21,23.97,0.0,10.0,0.0,128.89,128.89,0.0,128.89,128.89,0.0
1424140,NCR,PF,500,137611258258,not_helped,na,1843.6206536852383,239086.42390477212,18159.740652995733,239086.4239047721,22302.6775,0.9050000000000006,0,0,0.0,0.006113252806590597,0.0,0.9050000000000006,111.0150855138889,0.0,111.0150855138889,0,15573.959716184301,0,0.004090275280841939,0.0,-1,0.0,0.0,0,-131.21,0.69,0.0,10.0,0.0,111.02,111.02,0.0,111.02,111.02,0.0
1424146,NCR,PF,500,137611674331,not_helped,na,817.6435409035975,547564.1470405372,74473.09976881769,547564.1470405374,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,455.2728861772483,0.0,455.2728861772483,0,15573.959716184301,0,0.0027027911839380353,0.0,-1,0.0,0.0,0,-131.21,151.24,0.0,10.0,0.0,455.27,455.27,0.0,455.27,455.27,0.0
1424147,NCR,PF,500,137611716115,not_helped,na,1025.2342992649662,353445.9527680035,22827.33975407711,353445.9527680036,22302.6775,0.8450000000000005,0,0,0.0,0.006113252806590597,0.0,0.8450000000000005,139.54929881861577,0.0,139.54929881861577,0,15573.959716184301,0,0.003364096840825749,0.0,-1,0.0,0.0,0,-131.21,66.18,0.0,10.0,0.0,139.55,139.55,0.0,139.55,139.55,0.0
1424170,NCR,PF,500,137621022554,not_helped,na,403.59164686749364,250321.15741247733,28087.31085478733,250321.15741247742,22302.6775,0.6150000000000003,0,0,0.0,0.006113252806590597,0.0,0.6150000000000003,171.7048319126195,0.0,171.7048319126195,0,15573.959716184301,0,0.003997433213463174,0.0,-1,0.0,0.0,0,-131.21,1.47,0.0,10.0,0.0,171.7,171.7,0.0,171.7,171.7,0.0
1424171,NCR,PF,500,137621053545,not_helped,na,1614.3665721289271,282934.6052289975,41953.364397152254,282934.60522899753,22302.6775,0.9650000000000006,0,0,0.0,0.006113252806590597,0.0,0.9650000000000006,256.4715226468215,0.0,256.4715226468215,0,15573.959716184301,0,0.0037599923508271683,0.0,-1,0.0,0.0,0,-131.21,12.66,0.0,10.0,0.0,256.47,256.47,0.0,256.47,256.47,0.0
1424180,NCR,PF,500,137621713103,not_helped,na,1663.1809413010772,302617.38990489946,25976.784443970133,302617.3899048995,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,158.80265040830707,0.0,158.80265040830707,0,15573.959716184301,0,0.0036356582674699376,0.0,-1,0.0,0.0,0,-131.21,33.95,0.0,10.0,0.0,158.8,158.8,0.0,158.8,158.8,0.0
1424184,NCR,PF,500,137622521816,not_helped,na,615.9930048595587,1315831.2926869493,172154.35350996195,1315831.2926869495,22302.6775,0.9650000000000006,0,0,0.0,0.006113252806590597,0.0,0.9650000000000006,1052.4230847616157,0.0,1052.4230847616157,0,15573.959716184301,0,0.0017435318707860635,0.0,-1,0.0,0.0,0,-131.21,551.59,0.0,10.0,0.0,1052.42,1052.42,0.0,1052.42,1052.42,0.0
1424203,NCR,PF,500,137632215200,not_helped,na,2538.7918572116287,277689.54425918165,46722.25500089507,277689.5442591817,22302.6775,1.2150000000000007,0,0,0.0,0.006113252806590597,0.0,1.2150000000000007,285.6249565144772,0.0,285.6249565144772,0,15573.959716184301,0,0.0037953360166080433,0.0,-1,0.0,0.0,0,-131.21,6.68,0.0,10.0,0.0,285.62,285.62,0.0,285.62,285.62,0.0
1424225,NCR,PF,500,137641095227,not_helped,na,516.990399012454,575741.8629364866,5447.922170839475,575741.8629364867,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,33.30452550097318,0.0,33.30452550097318,0,15573.959716184301,0,0.002635822077587901,0.0,-1,0.0,0.0,0,-131.21,209.27,0.0,10.0,0.0,33.3,33.3,0.0,33.3,33.3,0.0
1424226,NCR,PF,500,137641113209,not_helped,na,407.07835245739597,297674.47949638736,39225.04122207154,297674.4794963874,22302.6775,1.2150000000000007,0,0,0.0,0.006113252806590597,0.0,1.2150000000000007,239.79259333947232,0.0,239.79259333947232,0,15573.959716184301,0,0.0036657191997273965,0.0,-1,0.0,0.0,0,-131.21,23.09,0.0,10.0,0.0,239.79,239.79,0.0,239.79,239.79,0.0
1424235,NCR,PF,500,137641464107,not_helped,na,3899.5841085844922,462354.27891189064,86979.07759911551,462354.2789118906,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,531.72509024748,0.0,531.72509024748,0,15573.959716184301,0,0.002941321889880765,0.0,-1,0.0,0.0,0,-131.21,92.9,0.0,10.0,0.0,531.73,531.73,0.0,531.73,531.73,0.0
1424237,NCR,PF,500,137641548004,not_helped,na,1424.7743141413848,341585.64859573264,50432.19300608764,341585.64859573275,22302.6775,1.2150000000000007,0,0,0.0,0.006113252806590597,0.0,1.2150000000000007,308.30474543699887,0.0,308.30474543699887,0,15573.959716184301,0,0.0034220014379892495,0.0,-1,0.0,0.0,0,-131.21,42.62,0.0,10.0,0.0,308.3,308.3,0.0,308.3,308.3,0.0
1424254,NCR,PF,500,137653806187,not_helped,na,959.2493093436767,256724.068635184,11059.826704332825,256724.06863518403,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,67.61151664067155,0.0,67.61151664067155,0,15573.959716184301,0,0.003947268802876932,0.0,-1,0.0,0.0,0,-131.21,15.46,0.0,10.0,0.0,67.61,67.61,0.0,67.61,67.61,0.0
1424255,NCR,PF,500,137654901058,not_helped,na,399.2150377981352,783985.4799419807,125325.10091825124,783985.4799419806,22302.6775,1.1150000000000009,0,0,0.0,0.006113252806590597,0.0,1.1150000000000009,766.1440249247863,0.0,766.1440249247863,0,15573.959716184301,0,0.002258790674306179,0.0,-1,0.0,0.0,0,-131.21,262.03,0.0,10.0,0.0,766.14,766.14,0.0,766.14,766.14,0.0
1424257,NCR,PF,500,137654901481,not_helped,na,399.2150377981352,1421538.4276706562,358150.78961435606,1421538.4276706565,22302.6775,0.9650000000000006,0,0,0.0,0.006113252806590597,0.0,0.9650000000000006,2189.466319792707,0.0,2189.466319792707,0,15573.959716184301,0,0.0016774542857831234,0.0,-1,0.0,0.0,0,-131.21,503.66,0.0,10.0,0.0,2189.47,2189.47,0.0,2189.47,2189.47,0.0
1424259,NCR,PF,500,137654901799,not_helped,na,798.4301062783652,397912.9821619974,76443.06772104211,397912.9821619975,22302.6775,0.8450000000000005,0,0,0.0,0.006113252806590597,0.0,0.8450000000000005,467.3157982900784,0.0,467.3157982900784,0,15573.959716184301,0,0.0031705597457666653,0.0,-1,0.0,0.0,0,-131.21,60.72,0.0,10.0,0.0,467.32,467.32,0.0,467.32,467.32,0.0
1424286,NCR,PF,500,1339103903199,not_helped,na,985.0076950349752,314508.0051537106,22237.328930699972,314508.0051537106,22302.6775,0.8450000000000005,0,0,0.0,0.006113252806590597,0.0,0.8450000000000005,135.94241349668647,0.0,135.94241349668647,0,15573.959716184301,0,0.0035662693712190234,0.0,-1,0.0,0.0,0,-131.21,43.28,0.0,10.0,0.0,135.94,135.94,0.0,135.94,135.94,0.0
1424345,NCR,PF,500,1339230148005,not_helped,na,1179.2198327515346,261028.4772144004,7430.602733722951,261028.47721440048,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,45.4251530165938,0.0,45.4251530165938,0,15573.959716184301,0,0.00391458791262926,0.0,-1,0.0,0.0,0,-131.21,20.19,0.0,10.0,0.0,45.43,45.43,0.0,45.43,45.43,0.0
1424346,NCR,PF,500,1339230168007,not_helped,na,589.6099010347199,333735.36646170303,77141.85446510652,333735.3664617031,22302.6775,0.7950000000000005,0,0,0.0,0.006113252806590597,0.0,0.7950000000000005,471.58765831443867,0.0,471.58765831443867,0,15573.959716184301,0,0.0034620144775056863,0.0,-1,0.0,0.0,0,-131.21,21.98,0.0,10.0,0.0,471.59,471.59,0.0,471.59,471.59,0.0
1424347,NCR,PF,500,1339230198008,not_helped,na,393.07328014068605,375580.84602221963,51495.93979913648,375580.8460222197,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,314.80769850510677,0.0,314.80769850510677,0,15573.959716184301,0,0.0032634598780645024,0.0,-1,0.0,0.0,0,-131.21,62.28,0.0,10.0,0.0,314.81,314.81,0.0,314.81,314.81,0.0
1424372,NCR,PF,500,1339620217249,not_helped,na,740.0633117604623,505616.74958909716,25615.585054622617,505616.7495890973,22302.6775,0.7550000000000004,0,0,0.0,0.006113252806590597,0.0,0.7550000000000004,156.59454722763945,0.0,156.59454722763945,0,15573.959716184301,0,0.002812673163381533,0.0,-1,0.0,0.0,0,-131.21,155.36,0.0,10.0,0.0,156.59,156.59,0.0,156.59,156.59,0.0
1424396,NCR,PF,500,1374122448002,not_helped,na,487.9711049378863,333099.0500044643,13845.34996469464,333099.0500044643,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,84.64012452990264,0.0,84.64012452990264,0,15573.959716184301,0,0.0034653196291231114,0.0,-1,0.0,0.0,0,-131.21,59.39,0.0,10.0,0.0,84.64,84.64,0.0,84.64,84.64,0.0
1424417,NCR,PF,500,1374311558005,not_helped,na,892.9257425055553,326234.1178425034,26150.027063823807,326234.1178425035,22302.6775,0.9050000000000006,0,0,0.0,0.006113252806590597,0.0,0.9050000000000006,159.86172634034872,0.0,159.86172634034872,0,15573.959716184301,0,0.003501590107649943,0.0,-1,0.0,0.0,0,-131.21,47.95,0.0,10.0,0.0,159.86,159.86,0.0,159.86,159.86,0.0
1424441,NCR,PF,500,1374362138010,not_helped,na,1108.1335610328006,353448.88253671024,21791.691193694205,353448.88253671036,22302.6775,1.3350000000000009,0,0,0.0,0.006113252806590597,0.0,1.3350000000000009,133.21811735021316,0.0,133.21811735021316,0,15573.959716184301,0,0.003364082898150355,0.0,-1,0.0,0.0,0,-131.21,66.8,0.0,10.0,0.0,133.22,133.22,0.0,133.22,133.22,0.0
1424442,NCR,PF,500,1374383108008,not_helped,na,1523.6837998305753,507987.153614903,18159.740895945026,507987.1536149031,22302.6775,1.0350000000000006,0,0,0.0,0.006113252806590597,0.0,1.0350000000000006,111.01508699909935,0.0,111.01508699909935,0,15573.959716184301,0,0.0028061031471480562,0.0,-1,0.0,0.0,0,-131.21,161.23,0.0,10.0,0.0,111.02,111.02,0.0,111.02,111.02,0.0
